Disease,Section,Content,URL
Multi-drug resistant gonorrhoea,History,"The first reported treatment failure with cefixime was in Japan. In the past
    decade, confirmed failure to cure gonorrhoea with ceftriaxone alone or combined
    with azithromycin or doxycyline was reported in Australia, France, Japan,
    Slovenia, Sweden and the United Kingdom of Great Britain and Northern Ireland.
    In 2016, the first global failure to cure pharyngeal gonorrhoea with dual
    therapy (ceftriaxone 500 mg plus azithromycin 1 gram) was confirmed in the
    United Kingdom. An international spreading ceftriaxone-resistant gonococcal strain has been reported in Denmark, France, Japan and the United Kingdom. In 2018, the first global gonococcal strain with ceftriaxone resistance and high azithromycin resistance causing pharyngeal gonorrhoea was reported in the United Kingdom. There are increasing numbers of treatment failure cases being reported from Austria, the United Kingdom, and other countries.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,History,"All confirmed treatment failures except one recent case in the United Kingdom have been pharyngeal infections affecting the throat. The majority of infections in the pharynx are asymptomatic. Antimicrobial drugs don’t penetrate the tissue well in that area, and the pharynx is also home to naturally occurring related bacteria of theNeisseriaspecies that can contribute to drug resistance. Most data on this issue come from higher income countries; however, the majority of cases of gonorrhoea are in less resourced countries and areas.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Causes,"Resistance to so many treatment options, including penicillins,
    sulphonamides, tetracyclines, quinolones and macrolides (including
    azithromycin), as well as so-called last line options like cephalosporins,
    makeN. gonorrhoeaea multidrug resistant organism.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Causes,"This resistance is caused by a number of factors, including unrestricted
    access to antimicrobials, inappropriate selection and overuse of antibiotics,
    and poor quality antibiotics. Further, genetic mutations within the organism
    have contributed to increased drug resistance inN. gonorrhoeae.
 Infections outside of the genital area – namely in the throat and rectum –
    particularly affect key populations such men who have sex with men. This may
    also play an important role in the development of resistant strains asN.
 gonorrhoeaeinteract and exchange genetic material with other organisms in
    these parts of the body.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Implications,"Gonococcal infections have critical implications to reproductive, maternal and newborn health including:",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Implications,"infertility, with its cultural and social implications",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Implications,"inflammation, leading to acute and chronic lower abdominal pain in women",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Implications,severe neonatal eye infections that may lead to blindness.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Implications,The financial costs of these complications are very high for both individuals and health care systems. Antimicrobial resistance increases this burden by prolonging the infection in more people and increasing the number of people with long-term complications of gonococcal infections.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,Implications,"The emergence of different forms of resistance inN. gonorrhoeaeis often followed by a rapid spread of the disease. This is not a problem only of the low- and middle-income countries, and recent treatment failures have also been seen in higher-income countries. Since it can be difficult to find complete information from areas with limited resources for surveillance, the antimicrobial resistance is expected to be much higher than what is currently seen due to silent spreading.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,WHO response,Fighting multidrug-resistantN. gonorrhoeaerequires 2 approaches: broad control of drug resistance and control of gonorrhoea. Both should be approached in the wider contexts of global control of antimicrobial resistance.,https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,WHO response,"WHO is implementing the Global Action Plan to Control the Spread and Impact of Antimicrobial Resistance inN. gonorrhoeaeto facilitate effective actions against the spread of multi-drug resistantN. gonorrhoeae. This Plan is part of the greater STI surveillance plan to help early detection of emerging resistant strains, combined with a public health response to prevent and treat gonococcal infections and reduce the impact of gonorrhoea on sexual and reproductive health.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
Multi-drug resistant gonorrhoea,WHO response,"TheGlobal Health Sector Strategy on HIV, Hepatitis and STIs (2022–2030)has set targets to reduce the number of new cases of gonorrhoea among people 15–49 years old from 82.3 million per year in 2020 to 8.23 million per year in 2030, thus reducing the year incidence by 90% by 2030. Recognizing that this reduction may be difficult to achieve with available interventions, and given increasing antimicrobial resistance, the strategy has emphasized the need to develop effective gonococcal vaccines. No currently licensed gonococcal vaccines exist. However, interest in gonococcal vaccine development has been reinvigorated not only by the marked increases in gonococcal antimicrobial resistance, but also by mounting scientific evidence suggesting gonococcal vaccines are biologically feasible.",https://www.who.int/news-room/fact-sheets/detail/multi-drug-resistant-gonorrhoea
